content,fecha_publicacion
"@samuel_garcias Quien es el loco  que piensa que este fruto puede ser presidente de Mexico,",2023-11-24 02:09:01+00:00
"@CarlosLoret @XochitlGalvez @Claudiashein @samuel_garcias @chavacanamayor @latinus_us LORENA CORDOBA EX PRESIDENTE DEL INE YA DEJO TODO LISTO PARA EL FRAUDE EN EL 24 SUS ACHICHICLES QUE DEJO EN EL INE YA TIENEN LA ORDEN PARA LLEVARLA ACABO, ES LO MAS SEGURO ",2023-11-24 02:00:15+00:00
"@samuel_garcias @PabloLemusN Mi voto es para Xochilt Galvez nuestra futura presidenta de Mexico.
No vamos a permitir que trates de dividir los votos que le daran el triunfo a Xochilt Galvez. Por mandato de presidente MALO  tu persona.
Le fallaste a Nuevo Leon.",2023-11-24 01:54:58+00:00
@samuel_garcias @chavacanamayor Ya fallaste como gobernador. No volveras a tener la oportunidad de volver a fallar porque presidente no seras https://t.co/HkicH9ncq2,2023-11-24 01:53:59+00:00
"@DanteDelgado @MovCiudadanoMX @samuel_garcias Con esta foto y la publicidad que se ha hecho para la candidatura de MC, ?Mariana promueve Tesla o quiere ser presidente de Mexico?",2023-11-24 01:52:29+00:00
"Escuche un anuncio de @samuel_garcias utiliza las mismas frases de Rodrigo Medina que dice que el es joven, ya sabemos que termino en quiebra el estado y !Preguntale a Nuevo Leon! ?Que? Estamos en crisis de seguridad y de agua, no queremos un presidente turista",2023-11-24 01:38:51+00:00
"@NachoRgz @m_ebrard @samuel_garcias Es mejor candidato samuel garcia,que la chochil y Obrador el mejor presidente que hemos tenido y estadista mundial,los fachos corran por su vitacilina,jamas regresaran  a gobernar,por  corruptos",2023-11-24 01:33:04+00:00
Gastando como si ganara un sueldito de 50K como dice el proximo presidente de Mexico @samuel_garcias,2023-11-24 01:24:17+00:00
"@EIJefeDiego @samuel_garcias @chavacanamayor Si senor presidente. Que pendejo esta Samule, los fosfo fosfo.",2023-11-24 01:22:55+00:00
"@samuel_garcias @chavacanamayor Alguien que me explique porque es ""El precandidato unico a Presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano"", me da la impresion que es para cubrirse de algo, pero, de que?",2023-11-24 01:20:22+00:00
"@DanteDelgado @MovCiudadanoMX @samuel_garcias Necesitamos un #Kennedy ... osea que le pase lo que al  presidente kennedy (esta vez que lo haga el pueblo), a ver si asi cambia la clase politica.",2023-11-24 01:16:05+00:00
"@samuel_garcias @chavacanamayor No cabe duda que si puedes ser presidente, primero pena nieto un pendejo, luego Lopez un pendejazo, pero tu estas en otro nivel",2023-11-24 01:14:38+00:00
"@samuel_garcias @chavacanamayor A ver werquillo y no te da pinche verguenza por lo menos un poquito el hacerle el trabajo sucio a tu amlo a quien ya le regalaste el Estado, Jamas sera usted presidente de Mexico a menos que con sus ""amigos especiales"",hagan algo pero  no para presidente.",2023-11-24 01:13:00+00:00
"En ninguno de sus discursos, @samuel_garcias no le tira al Presidente ni a Claudia. Asi las cosas en @MovCiudadanoMX .",2023-11-24 00:50:59+00:00
"@badbadmx @samuel_garcias Lee un poco de historia, Kennedy  no fue  mal presidente no seas arguendero, aparte yo ceeo que ni los huevos que te pariaron ni habian nacido aun cuando fue presidente ",2023-11-24 00:48:53+00:00
"@samuel_garcias @chavacanamayor Necesitamos un Presidente, no un influencer.. ",2023-11-24 00:40:48+00:00
@AlvarezMaynez Siguen con la gran tactica de poner a Mariana en todo. Te recuerdo miserable que el unico zoquete que va salir en la boleta sera @samuel_garcias y sabemos muy bien que el solo no sirve para ni madres. Pesimo gobernador y seria pesimo presidente. https://t.co/hZPC5PYT1T,2023-11-24 00:40:44+00:00
@patriciatat01 @CarlosLoret @XochitlGalvez @Claudiashein @samuel_garcias @chavacanamayor @latinus_us Por menos hicimos presidente a Fox.,2023-11-24 00:40:32+00:00
"@MrsBDarcy @samuel_garcias Y yo tambien vivo en NL, si sirve de algo como argumento tal como lo hiciste tu.

Y se que en salinas victoria esta caliente como en otros municipios. Pero se consciente que no es cualquier tipo de violencia, es una que es respaldada por el presidente. Que tal vez defiendes nose",2023-11-24 00:32:42+00:00
"El movimiento de los jovenes 

Presidente @samuel_garcias",2023-11-24 00:31:53+00:00
@samuel_garcias @chavacanamayor No se dejen enganar de este nino inmaduro y falta de  que ni palabra tiene. Es la misma mierda de MORENA y el inutil del presidente @lopezobrador_ #Aguas https://t.co/C2M1lbNNNM,2023-11-24 00:25:48+00:00
"@samuel_garcias @chavacanamayor Mira pendejo, a quien quieren de presidente no es a ti, es a MARIANA.

?Te queda claro?",2023-11-24 00:20:20+00:00
"Me dara MUCHO GUSTO verte, compadre @PabloLemusN a ti y a todo el Movimiento. !Arrancate Jalisco, se viene lo NUEVO! 
.
.
El precandidato unico a Presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/VK8ONiW1PC",2023-11-23 23:57:59+00:00
"@chavacanamayor mira lo que hace el ""dizque"" compadre de tu @samuel_garcias 

Asi de ""falsos"" y traidores son los politicos de #Jalisco 

Desde Huerta, nunca un Jalisciense ha sido Presidente 

@EnriqueAlfaroR un ""Traidor y Simulador""",2023-11-23 23:51:11+00:00
"#OidoAlPasar
Que le digan a @samuel_garcias que su ""compadre"" #Lemus tiene otros datos o, como dicen en el rancho, ""le esta haciendo de chivo los tamales"".
Notese en la segunda fotografia a los trabajadores en el techo (abajo der), luego de colocar la manta https://t.co/MW8NihS9QQ",2023-11-23 02:22:54+00:00
@ricardorees @samuel_garcias Da igual Samuel sera presidente,2023-11-23 23:50:03+00:00
"SAMUEL GARCIA ?PRESIDENTE? 

@samuel_garcias https://t.co/xqpOJNDBe6",2023-11-23 23:47:58+00:00
@samuel_garcias @chavacanamayor Solo de donde eres porque los demas si pensamos jamas seras presidente de Mexico.,2023-11-23 23:42:23+00:00
Nos presentamos con el proximo presidente de Mexico @samuel_garcias  #Matamoros #Tamaulipas #Mexico https://t.co/X4PTjx62x2,2023-11-23 23:23:56+00:00
"""No hay duda que @DanteDelgado lo impuso (a @samuel_garcias ) despues de un acuerdo con el Presidente para que le quitara votos a @XochitlGalvez , de lo contrario Lopez Obrador exhibiria ciertos expedientes comprometedores tanto de Samuel, como de su esposa"" @gloaeza https://t.co/o2ZqKnF7Ev",2023-11-23 23:17:42+00:00
"@lopezdoriga @carlosalazraki @samuel_garcias Pobre demente,en 5 anos no ha aprendido nada,solo se ha dedicado a escupir odio. Le frustra que el Presidente,a pesar de todos los insultos que ha recibido de su parte,tenga la capacidad politica para lograr su objetivo. Que siga escribiendo sus cartitas,le sirve de terapia.",2023-11-23 23:11:18+00:00
"JAJAJAJAJA

el pinche mitomano de @samuel_garcias en campana para presidente: Estadios para todos! https://t.co/mI3JzxHd5R",2023-11-23 23:02:18+00:00
"Y a todo esto, Samuel ya les cumplio con la construccion del nuevo estadio, o solo utilizo al club y a su pendeja aficion, para sus fines politicos?",2023-11-23 18:47:05+00:00
"@ApoloRegio @samuel_garcias Deberian de hacer una ley que les prohiba encargar el puesto para chapulinear, que renuncie el que quiera otro puesto, asi que facil, no queda de presidente y se  regresa al changarro,( porque asi tiene al estado) a seguir presumiendo de lo que no es cierto. No voten por el.",2023-11-23 22:51:52+00:00
"@ApoloRegio @samuel_garcias Es lo que yo digo, que anda haciendo qesqe para presidente, si ya fue un error que votaran por el como gobernador imaginate Mexico en sus manos, solo esta perdiendo tiempo, tiempo que no le pertenece, tiempo que es de los nuevoleoneses.que renuncie si va para candidato.",2023-11-23 22:45:53+00:00
"Quieren apoyar a @samuel_garcias y @chavacanamayor ?

Miren lo que esta dispuesto a hacer Samuel, para no respetar la ley.

Todos sabemos que se lanza de presidente porque el preciso lo tiene agarrado de los de'esos, pero si no quiere perder la gobernatura, que se quede y acabe.",2023-11-23 22:45:46+00:00
"Declaraciones del secretario de Seguridad Publica de Nuevo Leon:

Afirma que usara la fuerza publica para proteger al encargado del despacho del Poder Ejecutivo local, si es que el @CongresoNL ""quiere imponer en la oficina, el dos de diciembre, al gobernador interino que designe"".

Esto es de alertar porque es el anuncio de una crisis de gobernalidad con efectos aun imprevisibles.

El Congreso local tiene la facultad de nombrar al gobernador interino y se tiene que respetar.

NL incendiandose y el gobernador @samuel_garcias feliz en una precampana consigo mismo. !Cuanta irresponsabilidad!",2023-11-23 05:09:12+00:00
@bereaguilarv Al presidente @lopezobrador_ lo que menos le importa son ustedes ya que mas del 70% del pueblo esta con el. Y aguas por que ni el segundo lugar se van a llevar eh! Aguas con @samuel_garcias por que los mandara alla con @EVerastegui jajaj,2023-11-23 22:39:26+00:00
"@ApoloRegio @samuel_garcias Estan igualitos a la ciudad de Mexico, que miedo pensar que una de esas tres sabandijas va a ser presidente del pais, estamos jodidos",2023-11-23 22:33:20+00:00
@samuel_garcias @chavacanamayor No sigo la politica mucho pero apoco uno de estos 3 va terminar siendo presidente??  diganme que no por favor!!,2023-11-23 22:32:34+00:00
"@marcelaluqu Si el mentiroso de @samuel_garcias es presidente, es por que la gente que vote a su favor de verdad no sabe que quiere para su pais, neta ese cuate es una vacilada de politico.",2023-11-23 22:27:40+00:00
@ChuyPJDJ @ferrinoNoticias @samuel_garcias @chavacanamayor Algo asi pero como sea sabemos que hay lugares que no nos agradan pero por diplomacia si quieres ser presidente ni debes expresarte asi.,2023-11-23 22:25:47+00:00
@samuel_garcias @chavacanamayor Ps mejor que se lance de presidente la chavacana no seas wey pareja,2023-11-23 22:12:50+00:00
"Ni le voy, ni le se. @samuel_garcias va a ser el proximo presidente de Mexico. #graciasamariana #selosdijeyo nov23-2023",2023-11-23 21:58:41+00:00
@ferrinoNoticias @samuel_garcias @chavacanamayor IGUAL O PEOR QUE EL ANTERIOR PRESIDENTE???!!! Que verguenza!!!,2023-11-23 21:57:58+00:00
@AlvarezMaynez Ni tener un presidente tan p3nd3jo como @samuel_garcias ,2023-11-23 21:49:22+00:00
Yo voy a votar por @samuel_garcias para #Presidente de Mexico #VotaSamuel,2023-11-23 21:39:06+00:00
"@samuel_garcias @chavacanamayor Te lo volvemos a decir, es IMPOSIBLE que seas presidente.

Eres un CINICO, FRIVOLO y ARROGANTE.",2023-11-23 21:38:57+00:00
"@samuel_garcias @chavacanamayor La mujer de este sujeto ni siquiera utiliza Twitter, aqui no es su influencia, aqui no convenceran a nadie, todos sabemos que trabaja para Lopez Obrador, pero sus seguidores no lo saben y de verdad creen que puede ser presidente, cuando es un pagote de AMLO.
La batalla no es aqui",2023-11-23 21:38:23+00:00
"Nos vemos para la pega de la calca matona junto con nuestro precandidato @samuel_garcias 

Precandidato unico a Presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/SXDtLOy5as",2023-11-23 21:29:59+00:00
@samuel_garcias @chavacanamayor Samuel y Shitbaum no respetan la constitucion y las leyes.  Solo Xochitl respeta. Ella sera la presidente.,2023-11-23 21:29:05+00:00
"@ApoloRegio @samuel_garcias No tiene nada que hacer como presidente, no pudo con nuevo leon",2023-11-23 21:28:48+00:00
"@AlvarezMaynez @samuel_garcias @metis12 @MovCiudadanoMX Te estoy guardando un suvenir tipo, almuada Tesla para cuando Visites Veracruz mi Futuro Presidente ",2023-11-23 21:26:56+00:00
"@samuel_garcias @chavacanamayor De ultimo momento, como ahora las vistas de video y los seguidores valen para elegir una eleccion, Luisito Comunica se postula a presidente y gana",2023-11-23 21:25:39+00:00
@samuel_garcias @chavacanamayor Viva el proximo presidente ..de TikTok https://t.co/w8Fyb5rV6y,2023-11-23 21:09:28+00:00
@DanteDelgado @MovCiudadanoMX @samuel_garcias Y con un expriista amigo de Carlos Salinas como presidente del partido.,2023-11-23 21:08:59+00:00
@DanteDelgado @MovCiudadanoMX @samuel_garcias ?Que ha demostrado? Habria que preguntarles a los neoloneses que demostro. Lo poco que logro lo hizo con el apoyo del presidente. Mejor lo hubiera dejado solo pero la cuestion es que al presidente le interesa la gente.,2023-11-23 20:57:56+00:00
"@Lizgottik Yo prefiero a @samuel_garcias PRESIDENTE
No a la COGUPTA MENTIGOSA de https://t.co/P7nUgufTcW",2023-11-23 20:54:49+00:00
"@samuel_garcias @chavacanamayor Quizas seras el presidente de tiktok, de Mexico, lo dudo muuuucho.

Che WEURy farsante, doblado de ",2023-11-23 20:51:02+00:00
"@samuel_garcias Las propuestas dichas por samuel garcia en mi opinion estan muy sacadas de contexto ya que menciona problemas de su mandato irrelevantes y sin importancia para enmascarar los verdaderos problemas que puede generar si el se convierte en presidente, ejemplo los problemas de agua.",2023-11-23 20:51:01+00:00
"@samuel_garcias @chavacanamayor Y como  60 millones en OnlyFans!!!
La @chavacanamayor 

Ella es la proxima presidente!!! https://t.co/GEZK5KMFBr",2023-11-23 20:50:05+00:00
"@samuel_garcias @chavacanamayor Hay que hacer saber la verdad de este  mentiroso de a madres, no quisiera verlo como presidente",2023-11-23 20:45:39+00:00
"@GlodeJo07 @samuel_garcias @chavacanamayor Por desgracia trabajo con nortenos y son de lo peor, son misoginos y machistas, de todas las opciones para presidente es la peor.",2023-11-23 20:35:49+00:00
"@Reporte_Indigo @samuel_garcias No mientas senor Garcia, esas inversiones son a futuro. Cuando lleguen. Entonces habla ya dejen usted el senor presidente y que no ve la cara",2023-11-23 20:33:26+00:00
"@somospueblo2290 @Mr_Perro @bereaguilarv @samuel_garcias @EVerastegui Ya abre los ojos cbron, el pais no a mejorado y no digas que por que asi lo dejo el anterior gobierno, por que tu presidente lopez prometio el cambio y no se ve ese cambio, todo sigue igual o peor",2023-11-23 20:28:43+00:00
"@samuel_garcias @chavacanamayor Y... en el remoto, remotisimo caso de que ganes, vas a gobernar a traves del Instagram de la muchacha? O ella sera la Presidente de Mexico? Eres patetico!",2023-11-23 20:25:59+00:00
"@samuel_garcias @chavacanamayor La cosa es que la chabacana no es la candidata, si no tu, y no seras presidente.",2023-11-23 20:10:51+00:00
"@JackSpartanXX @samuel_garcias @chavacanamayor El miseeerabble Pend @samuel_garcias que se dedica a prostttituuir la imagen de su esposa y mezquinante la de su hija, cree que tener impresiones significa ser presidente!!

Pobre Pend, muchos hemos visto esos videos estupidos x curiosidad. En la vida Votaria por este #Morenarco https://t.co/jP3R2OTcca",2023-11-23 20:05:37+00:00
"@samuel_garcias @chavacanamayor Pelado mamarracho, asqueroso, naco, no eres nada. Ve con un cirujano maxilofacial y operate esa mandibula de burro. Un p3nd3jo como tu nunca sera presidente. Ya tenemos uno",2023-11-23 20:05:17+00:00
@DanteDelgado @MovCiudadanoMX @samuel_garcias Un estupido payaso de presidente. No gracias. Ya tenemos uno q no sirve para nada. No queremos otro,2023-11-23 19:48:24+00:00
"@samuel_garcias @chavacanamayor Y pensar que te encabron@ste porque Mariana ensenaba las piernas  y estas ahi gracias a eso  presidente de tu casa porque de Mexico JAMAS, por cierto, cada dia se te mete mas el agua.",2023-11-23 19:44:15+00:00
"Sin duda la cago el INE en darle derecho a votar a esta generacion. 

Haremos (me incluyo) presidente a mi @samuel_garcias",2023-11-23 19:39:13+00:00
"@luis_gj ja ja ja, ahora la consigna es contra samuel. triste tu caso Luisito. ya no tienen tema. @samuel_garcias mandara a @XochitlGalvez a tercer lugar duelale a quien le duela. y no solo eso. sera el proximo presidente #samuelpresidente",2023-11-23 19:27:23+00:00
"@NachoRgz @XochitlGalvez @samuel_garcias Samuel sera presidente, lo veo venir y uds, toda la 4T se ira a la mierd@.",2023-11-23 19:27:06+00:00
@samuel_garcias @chavacanamayor Ai mi pendejo............sigues mamando e ilusionandote..............jamas seras presidente......!!!!,2023-11-23 19:25:20+00:00
"@samuel_garcias @chavacanamayor No eres nada sin tu esposa ? Que pena, asi no te ocupamos de presidente eh ?? Aparte de que vienes en plan de dividir el voto asi que #XochiltGalvezPresidenta2024",2023-11-23 19:21:01+00:00
@samuel_garcias @chavacanamayor @_Fucking_Loser mi candidato a presidente presumiendo que tiene followers,2023-11-23 19:19:12+00:00
"@AlvarezMaynez @samuel_garcias @metis12 @MovCiudadanoMX El proximo 2 de junio se celebraran elecciones para elegir Presidente de la Republica principalmente, para no volver a equivocarte al elegir y sea efectivo tu voto, necesitas tu credencial de elector actualizada. Si no lo haces perderas la oportunidad de expresar tu voluntad.",2023-11-23 19:14:34+00:00
@samuel_garcias @chavacanamayor Samuel para presidente de Tik Tok,2023-11-23 19:11:48+00:00
"Quiero condenar publicamente las expresiones de odio por motivo de orientacion sexual y expresion de genero en contra del precandidato a presidente
@samuel_garcias 

Las criticas y cuestionamientos al respecto de nuestras posturas partidistas e ideologicas son entendibles y...",2023-11-23 19:05:20+00:00
"Samu EL.
Su pronombre es el.
Con carnita asada y todo...",2023-11-23 17:42:54+00:00
"Nunca, pero nunca seras presidente!
Tu campana es solo un negocio  @samuel_garcias @MovCiudadanoNL",2023-11-23 18:53:57+00:00
"Creen que los votos se ganan vendiendonos marcas que depredan nuestro entorno y degradan nuestro futuro. Pero frente al respeto y reconocimiento de la pluralidad, su vacuo histrionismo se desdibuja y quedan en nada ",2023-11-23 18:44:12+00:00
@Claudiashein te va a cargar el payaso. @samuel_garcias sera tu perdicion. Sone un presidente regio.,2023-11-23 18:51:09+00:00
"Hoy, @samuel_garcias llego media hora antes de lo programado a su evento en Matamoros. Y asi lo estan recibiendo. Un jueves a las 10 de la manana. 

Quisieron inventar un fenomeno, pero el fenomeno son las jovenes y los jovenes de este pais tomando el futuro en sus manos. https://t.co/2GQx790SHa",2023-11-23 16:55:31+00:00
"@samuel_garcias Que poca educacion  tienes!  Querer ser Presidente con esa forma de expresarte??? Andas mal! Y si supones que toda la juventud te sigue, que mal ejemplo das. Hay jovenes que se compartan mucho mejor que tu.",2023-11-23 18:50:30+00:00
"Por eso al ""presidente"" le urge dividir el voto opositor con un pelele como @samuel_garcias, quien no tiene ninguna oportunidad, el pais no es Nuevo Leon y ninguna campana, por muy buena que sea, le va a dar para alcanzar a los millones de votantes que necesita!
#MC es #Morena",2023-11-23 18:45:11+00:00
"Circula en redes un analisis matematico que predice el resultado de las elecciones de 2024, no hay manera de que @Claudiashein gane la eleccion, @XochitlGalvez o el candidato del PRIAN seria el proximo presidente.

#GuacamayaLeaks
#GuacamayaNews https://t.co/AoZNev091j",2023-11-23 00:42:50+00:00
@samuel_garcias @chavacanamayor Ya viene el nuevo presidente,2023-11-23 18:43:58+00:00
"Nos han dicho mil veces que es imposible, pero una vez mas vamos a demostrarles que SI es posible. ARRANCAMOS CON LO NUEVO MEXICO. !Animooooo! @chavacanamayor 
.
.
El precandidato unico a Presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/xAjRloSgaN",2023-11-23 18:43:06+00:00
@samuel_garcias @chavacanamayor Entonces ?tu crees que por mover las nalgas en Tiktok vas a ser presidente?,2023-11-23 18:41:33+00:00
@samuel_garcias @chavacanamayor Votamos por un Presidente no por show..,2023-11-23 18:32:08+00:00
"@samuel_garcias @chavacanamayor Felicidades, seras el proximo presidente de las redes sociales ",2023-11-23 18:28:12+00:00
"@GuacamayanLeaks @ClaudioXGG @MovCiudadanoMX @samuel_garcias @XochitlGalvez @Claudiashein #Gobiernicolas ha escondidas han pactado con los consejeros del @INEMexico y @C_Humphrey_J lo sabe, quieren evitar que #EduardoVerastegui @EVerastegui sea presidente,  se cansa de lo mismo de siempre sexenio tras sexenio. https://t.co/MM8AkHuA93",2023-11-23 18:27:58+00:00
"@samuel_garcias @chavacanamayor Dale la estafeta a Mariana  y probablemente se convierta en la primera mujer presidente !!!
Y tu podrias ser el encargado del DIF capullo Nacional 
Jajajajajajajajajajaja",2023-11-23 18:27:03+00:00
"@samuel_garcias Y que se siente que no te vayan a ver a ti? Cual vil prosti explotas a tu mujer, y asi quieres ser presidente cuando no te vales por ti mismo?",2023-11-23 18:14:08+00:00
"@samuel_garcias @chavacanamayor Wey si tu lema es que ganas por ser joven que jodido estas. Cuando el grueso de la poblacion tambien son generaciones Bommers y X. Que precisamente no confian  mucho en los jovenes, que digamos.  Pero tu sigue creyendotela, DALE TILIN presidente de INSTAGRAM Y TIK TOK.  ",2023-11-23 18:09:44+00:00
"@samuel_garcias @chavacanamayor #ElBronquito queriendo aprovecha seguidores en redes sociales para ser presidente de un pais, ni que fuera tan facil.",2023-11-23 18:07:11+00:00
"A @samuel_garcias denle un programa tipo Paco Stanley, ahi si lo veo, no como presidente.",2023-11-23 18:05:56+00:00
@AlvarezMaynez @samuel_garcias @metis12 @MovCiudadanoMX Ooh wow no pues que se suspendan las elecciones y ya lo nombren presidente,2023-11-23 18:01:59+00:00
@DanteDelgado @samuel_garcias Saludos Dante desde Chiapas soy Julio Cesar Gonzalez Hernandez ya fui presidente municipal y diputado local por el PRI y regidor pluri por el PAN en El Bosque estoy levantando la mano en el frente por la gubernatura pero parece que me van a mandar a su ranchote el presidente,2023-11-23 17:51:42+00:00
@Chertorivski @chavacanamayor @samuel_garcias Esta es la nueva forma de hacer politica?. Tu crees que esto merecemos como presidente? .... en verdad otros 6 anos perdidos? .... https://t.co/Fn8sq5ALq4,2023-11-23 17:42:48+00:00
@AlvarezMaynez @samuel_garcias @metis12 @MovCiudadanoMX En verdad tu crees que merecemos a esto como presidente?? ... otros 5 anos perdidos? https://t.co/RtT0HGq3OX,2023-11-23 17:37:39+00:00
@DanteDelgado @samuel_garcias Tu crees que esto merecemos como presidente? .... en verdad otros 6 anos perdidos? .... https://t.co/ysQBvdwAMs,2023-11-23 17:35:31+00:00
"@samuel_garcias @chavacanamayor Samuel aparecer en redes como payasos cualquiera, es la moda.
Para ser presidente de Mexico se necesita, caracter, honor, lealtad y querer cambiar las porquerias que hasta ahora han hecho los gobiernos.
Si llegas siendo un bufon, gobernaras como tal.",2023-11-23 17:34:59+00:00
"Tamaulipas, un estado morenista-panista, asi recibe hoy jueves al futuro presidente de Mexico. Arrancate @samuel_garcias",2023-11-23 17:32:51+00:00
"Hoy, @samuel_garcias llego media hora antes de lo programado a su evento en Matamoros. Y asi lo estan recibiendo. Un jueves a las 10 de la manana. 

Quisieron inventar un fenomeno, pero el fenomeno son las jovenes y los jovenes de este pais tomando el futuro en sus manos. https://t.co/2GQx790SHa",2023-11-23 16:55:31+00:00
Ojala cuando sea presidente @samuel_garcias tengamos el puente de Thanksgiving Day,2023-11-23 17:30:09+00:00
"Ya podemos celebrar el Thanksgiving day, o hasta que Samuel Garcia sea presidente?",2023-11-23 16:49:55+00:00
"@samuel_garcias @chavacanamayor Entonces eres presidente de FB, Instagram y TikTok!! 

Mexico requiere algo mas que eso!!",2023-11-23 17:17:12+00:00
@samuel_garcias @PabloLemusN y asi quiere ser presidente https://t.co/yTJSasi6Lp,2023-11-23 17:12:55+00:00
"@samuel_garcias @chavacanamayor Ya gue, eres el presidente de Tiktok, Sientate en la grande Virtualmente!!",2023-11-23 17:08:14+00:00
"@GlodeJo07 Si gana @Claudiashein o @samuel_garcias gana Mexico, es bien sabido que el presidente apoya a Samuel y que trae linea de gobierno, lo bueno de Samuel es que jalara los votos de los jovenes que se idiotizan con redes y no con el fondo. Bien por el presidente y sus dos candidatos.",2023-11-23 17:04:57+00:00
@samuel_garcias @chavacanamayor El pobre pendejo que piensa que sera presidente de cuentas electronicas...,2023-11-23 17:03:50+00:00
"@samuel_garcias @chavacanamayor No te vaya a jalar la oreja el idiota de @lopezobrador_ por andarle llamando vieja politica a su candidata @Claudiashein. Recuerda que estas para ayudarla no para perjudicarla, ese es tu papel por el cual te pusieron a jugar a intentar ser presidente de Mexico, no se te olvide.",2023-11-23 17:00:46+00:00
@samuel_garcias @chavacanamayor Mariana para presidente... Samuel no es nadie sin ella #FloreroFosfoDelBienestar,2023-11-23 17:00:14+00:00
"!ARRANCATE TORREON! Nos vemos manana a las 12:00 pm para la pega de la CALCA MATONA con @chavacanamayor !ANIMO!

Blvd. Independencia 2605, Torreon Coahuila
.
.
El precandidato unico a Presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/R7SCu5R1Ye",2023-11-23 17:00:09+00:00
"@rivapa @XochitlGalvez @Claudiashein @samuel_garcias Si quiere vender la idea de que la asquerosa de sheinbaun ya gano, vaya y digaselo al pueblo que tiene la mente en blanco y es mascota del presidente. HDSPM.",2023-11-23 16:55:55+00:00
@samuel_garcias @chavacanamayor Por favor no!  No seas presidente por ego!,2023-11-23 16:54:24+00:00
"@_carlosarellano @samuel_garcias @PabloLemusN Asi votaron en 2018 por anaya y el presidente les puso un baile chingon , mejor vota como siempre a lo pendejo les ira mejor jajajajaja",2023-11-23 16:45:19+00:00
"@samuel_garcias @chavacanamayor Te voy a contar una historia

El gobernador interino, no va a ser a modo.

Te va a encontrar algo, pero lo va a guardar

No vas a ser presidente y vas a intentar regresar a ser gobernador y entonces te van a sacar lo que encontraron tuyo.

No se si recuerdas a un tal Bronco...",2023-11-23 16:38:59+00:00
"@samuel_garcias @chavacanamayor No te equivoques @samuel_garcias , lo tuyo es solo evidenciar el dia a dia de tu esposa e hija, de politica estas en panales y de presidente no tienes ninguna posibilidad ",2023-11-23 16:36:55+00:00
"@rivapa @XochitlGalvez @Claudiashein @samuel_garcias El principal impulsor de Xochitl era el presidente, cuando se les ocurrio la gran idea de ampararse para que no hablara de ella, quitaron el principal foco de atencion. Todo lo demas que ha hecho es puro show que le quita seriedad y la manda al fondo de las preferencias.",2023-11-23 16:35:19+00:00
@MovCiudadanoMX @samuel_garcias @chavacanamayor @AlvarezMaynez @DanteDelgado @JZavalaGt Desquiciado imbecil para presidente. https://t.co/mUWqMmprTh,2023-11-23 16:30:32+00:00
"Para todos los que se asustan del nuevo presidente de Argentina Milei , mas deberian asustarse con este payaso  @samuel_garcias que es un ""amlito dictador de bolsillo"" , que tiene un desastre de corrupcion en NL  y es un estupido con la cabeza llena de aire caliente !",2023-11-23 16:28:22+00:00
"El chiste del dia...

Dice fosfo mandibulin que la presidencia se gana en tik tok 

!Ahi madre!! https://t.co/nsnaTmdpAp",2023-11-23 15:33:19+00:00
"@samuel_garcias @chavacanamayor Mocoso, ?crees que por ahi se gana?

Queremos un Presidente no un Influencer mamon",2023-11-23 16:25:35+00:00
"@samuel_garcias @chavacanamayor Nomas pa zorrear a la mamacita de tu vieja, tu estas de hueva asi que ni te la creas que es por ti. Ya solo no ganas ni pa presidente de tu colonia",2023-11-23 16:23:38+00:00
"@DanteDelgado @samuel_garcias @MovCiudadanoMX Te refieres a postularse para presidente cuando solo tenia 5 minutos en la vida publica? o que finalmente mando al demonio a los de NL, cuando les prometio 6 anos de gobernador.",2023-11-23 16:12:52+00:00
@samuel_garcias @chavacanamayor Con vistas quieres ser presidente?,2023-11-23 16:04:44+00:00
@samuel_garcias @chavacanamayor Seras presidente solo del reino de los estupidos. https://t.co/kFHtS7HkYN,2023-11-23 16:01:01+00:00
"@samuel_garcias @chavacanamayor Wey, ?Quien sera presidente, tu o tu esposa? La usas como si fuera un objeto electoral. Que sean jovenes no significa que tengan ni la capacidad ni las propuestas que resuelvan el cagader* que es el pais. 
#XochitlGalvezPresidenta",2023-11-23 15:58:48+00:00
"@samuel_garcias @chavacanamayor Yo vi tu mamada de spot y jamas votaria por ti, no lo hice para gobernador menos para presidente",2023-11-23 15:51:46+00:00
@samuel_garcias Este post se justo lo que busca la gente en un Presidente... lastima de tipo.,2023-11-23 15:44:23+00:00
@samuel_garcias @chavacanamayor Ya denle la banda presidencial jajajaja en ese caso @LuisitoComunica deberia ser el presidente,2023-11-23 15:41:17+00:00
"@arumalts @AlvarezMaynez @samuel_garcias @marianardzcant Jajajaja ?Las visualizaciones de Instagram son votos o como? Argentina no es una muestra equiparable, nosotros no tenemos su % de inflacion, ni de electorado, su presidente actual no tiene la aprobacion... ",2023-11-23 15:40:58+00:00
@samuel_garcias @chavacanamayor Si no hablas o incluyes a Mariana no eres nadie! Pero no te va alcanzar para ser presidente.,2023-11-23 15:35:18+00:00
